UUID,Brand name,Title,Product image,Condition,Price,Item #:,Estimated Retail Price:,Dimensions:,Includes:,Circa:,Made In:,Size:,Handle Drop:,Strap Length:,Exterior Color:,QA Tag:,Exterior Material:,2nd Strap Length:
aff5ef7f-b78c-4ed8-845c-574cc13a875d,Louis Vuitton,Monogram Canvas Palm Springs MM,https://mygemma.com/cdn/shop/files/141335-fv_200x200.jpg?v=1727935289,Pristine,"$2,050",141335,"2,710",11.0 x 13.5 x 4.5,Dustbag,2017,Italy,MM,3.00,8-13,,,,
80d8399a-d9de-4d87-ba95-272c0c51235f,Bottega Veneta,Black Nappa Intrecciato Messenger Flap Bag,https://mygemma.com/cdn/shop/files/u140869-fv_200x200.jpg?v=1727907067,Good,$850,140869,,10.0 x 10.5 x 4.0,Dustbag;Mirror;Receipt;Care Booklet,,Italy,,,24,,,Nappa Leather,
7627457d-9748-4c80-ab64-8c53852d3edc,Saint Laurent,Black Patent Cassandre Small Envelope Wallet,https://mygemma.com/cdn/shop/files/140607-fv_200x200.jpg?v=1727935271,Pristine,$500,140607,645,5.0 x 3.5 x 1.0,Dustbag,2023,Italy,,,,,,,
107e9585-805f-4243-adbc-200f70686d57,Saint Laurent,Black Patent Cassandre Small Envelope Wallet,https://mygemma.com/cdn/shop/files/140606-fv_200x200.jpg?v=1727706924,Pristine,$500,140606,645,5.0 x 3.5 x 1.0,Box;Dustbag;Care Booklet,2023,Italy,,,,,,,
bd80102c-8530-4722-adb9-87aa0572ab9f,Unknown Brand,Chloe Black Smooth Calfskin Small Woody Tote,https://mygemma.com/cdn/shop/files/140315-fv_7827e6d7-6311-472a-8b9a-5ee6127cc7cd_200x200.jpg?v=1727935253,Excellent,"$1,050",140315,"1,850",10.0 x 8.0 x 3.75,Additional Strap;Dustbag,,Italy,Small,4.00,21.00,,,,
6af299e4-c169-45a7-91e0-d17d3dd36bdf,Chanel,Brown Quilted Glazed Caviar Large Shiva Flap Bag,https://mygemma.com/cdn/shop/files/139487-fv_dd0739c1-5f95-4cc7-b184-ab7be43ee90a_200x200.jpg?v=1727935232,Good,"$1,750",139487,,12.0 x 7.0 x 3.0,Dustbag,2012,Italy,,,10-18.5,,,,
016c9eeb-3b47-4257-838d-538cbca4fe72,Hermès,Black Togo Birkin 25 GHW,https://mygemma.com/cdn/shop/files/z142395-fv_8d289c6a-43ac-4068-aafd-c038e2baf5dc_200x200.jpg?v=1727585725,Pristine,"$25,000",Z142395,,9.5 x 7.25 x 5.25,Box;Clochette;Dustbag;Lock;Gift Ribbon;Key;Felt Protector,2018,France,,3,,,,Togo,
7e47f3ce-5238-4100-b3d7-422880d715e4,Chanel,Navy Calfskin Double Stitch Small Hamptons Tote,https://mygemma.com/cdn/shop/files/141396-fv_a0c1dcb4-21cc-49d0-8892-2e5f0ca3c41a_200x200.jpg?v=1727934892,Very Good,"$2,450",141396,,11.5 x 9.0 x 5.0,,2012-2013,Italy,,10.5,,Navy,,Calfskin,
7a3a6b18-4fb1-4cde-8eae-f3a408b7272d,Louis Vuitton,Damier Ebene Canvas Alma BB,https://mygemma.com/cdn/shop/files/141393-fv_c9b9f62c-c060-4fec-b185-532c137c9986_200x200.jpg?v=1727934872,Very Good,"$1,450",141393,,9.5 x 6.9 x 4.5,Lock;Key,,US,,4,22.5,Damier Ebene,,,
7f115abf-6cfb-4e94-a003-4d3d2b0a874e,Prada,Black Nylon Tessuto Logo Messenger Bag,https://mygemma.com/cdn/shop/files/141349-fv_80965996-696d-4a8d-8089-f7fde1bd25fa_200x200.jpg?v=1727906053,Excellent,$500,141349,,13.5 x 12.0 x 1.25,None,,Italy,,,13-22,,,,
1eb353f3-b0ca-4b67-9dba-f8649544e1c1,Hermès,Gold Madame Kelly Elan GHW,https://mygemma.com/cdn/shop/files/141338-fv_200x200.jpg?v=1727934852,Pristine,"$18,500",141338,,11.0 x 6.0 x 1.25,Box;Dustbag;Receipt;Gift Ribbon;Care Booklet;Felt Protector,2023,France,,,10.00,,,,
dce0202c-508e-4558-abe0-c9d800d43a25,Louis Vuitton,Natural Monogram Canvas Boulogne NM,https://mygemma.com/cdn/shop/files/141345-fv_426bea1c-5a38-436c-87fb-9e963411bdd8_200x200.jpg?v=1727943587,Excellent,"$1,850",141345,"2,370",11.5 x 7.0 x 4.0,Additional Strap;Removable Straps,2021-2023,US,,,9,,,,21
45ef2e56-f0b8-49d9-b5d2-176a56b82fa6,Louis Vuitton,Monogram Canvas Petit Palais,https://mygemma.com/cdn/shop/files/141344-fv_f4cb55a4-632e-4ce1-b399-45f5f385b273_200x200.jpg?v=1727936881,Very Good,"$1,650",141344,,11.5 x 8.0 x 5.0,ID Tag;Removable Straps,2021-2023,France,,3.5,21,,,,
a51e918b-5311-429b-8448-7997b3c783f6,Chanel,Burgundy Quilted Lambskin Large Flap Bag,https://mygemma.com/cdn/shop/files/141333-fv_7a3bf585-27d5-4fd5-851a-737dad3b5018_200x200.jpg?v=1727934814,Very Good,"$3,200",141333,,11.0 x 7.0 x 3.0,Authenticity Card,2017-2018,France,,,20,,,,
9ea88e2c-4386-4666-ac2a-77341e32022e,Louis Vuitton,Monogram Canvas Abbesses Messenger,https://mygemma.com/cdn/shop/files/141309-fv_0b53bec8-a599-4afa-9bf7-033e94affa09_200x200.jpg?v=1727934794,Good,$750,141309,,14.0 x 11.0 x 4.0,Dustbag,2002,France,,,20,,,,
74bf1cc0-4006-4ef9-8c28-af37b0b813bb,Hermès,Rouge Sellier Clemence Mini Evelyne TPM GHW,https://mygemma.com/cdn/shop/files/141298-fv_200x200.jpg?v=1727934769,Pristine,"$3,400",141298,,6.5 x 7.5 x 1.8,Box;Dustbag;Care Booklet;Removable Straps,2021,France,Mini,,22,,,,
d533796a-6b3b-42ad-a65a-8c6beba1ccbc,Louis Vuitton,Bleu Infini Monogram Empreinte Citadine PM,https://mygemma.com/cdn/shop/files/141297-fv_200x200.jpg?v=1727934748,Excellent,"$1,100",141297,,11.0 x 12.5 x 5.5,Dustbag;Pochette,2012,France,PM,,9.00,,,,
d187334a-98aa-4859-8a8c-33dad2e2df83,Prada,Black Brushed Leather Cleo Shoulder Bag,https://mygemma.com/cdn/shop/files/141279-fv_200x200.jpg?v=1727905907,Excellent,"$2,500",141279,"3,250",10.5 x 9.0 x 2.0,Box;Dustbag,,Italy,,9,,,,Brushed Leather,
006831cd-09b2-490c-ad0a-110bbc43ff12,Gucci,Porcelain Rose Matelasse Calfskin Small GG Marmont Shoulder Bag,https://mygemma.com/cdn/shop/files/141277-fv_200x200.jpg?v=1727934731,Very Good,"$1,200",141277,"1,790",9.0 x 5.5 x 2.8,Box;Dustbag;Care Booklet,,Italy,Small,,24,,,,
8411a1bf-5215-43be-937a-4578a674ef1e,Louis Vuitton,Black Monogram Empreinte Neonoe MM,https://mygemma.com/cdn/shop/files/141268-fv_a8bb66ae-0bbc-41e3-a87b-fc4b6713addf_200x200.jpg?v=1727934714,Excellent,"$2,300",141268,"2,710",10.0 x 10.0 x 6.5,Dustbag;Removable Straps,2021-2023,France,,5.00,12-21,,,,
9e041774-e7ab-41eb-810e-cca14c5708ea,Chanel,Black Quilted Lambskin Trendy CC Clutch With Chain,https://mygemma.com/cdn/shop/files/141261-fv_8d1e29c1-ae92-4a9a-979a-15eceafe610e_200x200.jpg?v=1727934693,Good,"$2,100",141261,,4.25 x 4.5 x 1.6,Dustbag;Authenticity Card,2021,Italy,,,23,,,,
9fac1851-6e64-4fe4-9260-c99960e88a21,Louis Vuitton,Damier Ebene Canvas Delightful PM,https://mygemma.com/cdn/shop/files/141238-fv_5dc25734-68de-462f-afd7-1c0fec535ee6_200x200.jpg?v=1727934667,Very Good,"$1,100",141238,,12.5 x 11.0 x 5.0,,2017,France,PM,,16.5,,,Damier Ebene,
893c1f61-70de-4874-816d-a0afb8b4ebff,Gucci,Black Calfskin Vintage Logo Day Backpack,https://mygemma.com/cdn/shop/files/141234-fv_f20da315-d706-405b-9f99-926a0e8e4ab9_200x200.jpg?v=1727934647,Excellent,"$1,100",141234,,12.0 x 15.5 x 4.0,Care Booklet,,Italy,,2.00,18,,,,
ec1ad503-00bd-447d-b65f-748b717fe27b,Gucci,Black Matelasse Calfskin Aria Small GG Marmont Shoulder Bag,https://mygemma.com/cdn/shop/files/141233-fv_200x200.jpg?v=1727934626,Good,"$1,100",141233,,9.25 x 5.5 x 2.7,None,,Italy,Small,,22,,,,
8cccf1ae-a232-41a8-a9c3-e40be463cb72,Louis Vuitton,Black Damier Ebene Canvas Odeon PM,https://mygemma.com/cdn/shop/files/141232-fv_200x200.jpg?v=1727934606,Very Good,"$1,850",141232,"2,100",10.5 x 9.0 x 3.0,Box;Dustbag,,US,PM,,18.5-22,Damier Ebene,,,
a99a699f-9139-4b90-9eab-d224744e217c,Unknown Brand,Lotus Pearlescent Cannage Lambskin Mini Lady Dior,https://mygemma.com/cdn/shop/files/141229-fv_200x200.jpg?v=1727905788,Excellent,"$4,600",141229,"5,300",6.5 x 6.0 x 3.0,Box;Dustbag;Care Booklet,2021,Italy,,3,22,,,,
07b9c198-5133-4233-85a6-2479e25a077a,Louis Vuitton,Black Giant Monogram Empreinte Carryall MM,https://mygemma.com/cdn/shop/files/141200-fv_200x200.jpg?v=1727905762,Very Good,"$2,300",141200,"3,200",11.8 x 11.8 x 9.0,,,France,MM,,23.5-43.5,,,Monogram Empreinte,
b1464a48-588c-41fe-b992-4385a486032a,Louis Vuitton,Rose Ballerine Epi Felicie Pochette,https://mygemma.com/cdn/shop/files/141117-fv_200x200.jpg?v=1727934586,Excellent,"$1,250",141117,,8.5 x 4.7 x 1.0,Box;Dustbag;Removable Straps,2021-2023,France,,,22,,,,
7c98afa0-9f1a-408d-99ae-ca438f0d45e4,Gucci,Beige GG Supreme Ophidia Double Bag,https://mygemma.com/cdn/shop/files/140557-fv_95d915ab-d96d-4750-93b5-f3e4476ba094_200x200.jpg?v=1727934548,Pristine,"$1,250",140557,,4.5 x 7.25 x 1.25,Additional Strap;Box;Dustbag;Removable Straps,,Italy,,,16-28,,,GG Supreme,
be0465eb-8a13-4bf9-94ba-6e4afbd2e65b,Chanel,Black Quilted Lambskin Cambon Compact Wallet,https://mygemma.com/cdn/shop/files/141115-fv_360c8aae-df85-43c9-b534-329b9a57dc92_200x200.jpg?v=1727934474,Very Good,$375,141115,,4.0 x 3.75 x 1.5,None,2009-2010,France,,,,,,Lambskin,
0ace92ff-8ec5-4f15-a15c-162279fed316,Chanel,Green Blue Tricolor Quilted Lambskin Mini Rectangular Flap Bag,https://mygemma.com/cdn/shop/files/141826-fv_200x200.jpg?v=1727934444,Excellent,"$3,950",141826,,8.0 x 5.0 x 2.5,Box;Dustbag;Care Booklet;Authenticity Card,2017,France,Mini,,22.5,Tricolour,,Lambskin,
17e535f8-dbaa-423c-927e-9a9450f62c72,Unknown Brand,Black Gold Goyardine Canvas Petit Flot Bucket PM,https://mygemma.com/cdn/shop/files/u141442-fv_200x200.jpg?v=1727905565,Excellent,"$2,250",141442,,6.0 x 9.25 x 6.0,Dustbag;Care Booklet,2023,France,,,15,,,Goyardine,
1b88ad10-f296-45f8-8aec-71e7ef63142c,Louis Vuitton,Monogram Canvas Montsouris GM,https://mygemma.com/cdn/shop/files/141660-fv_56f20c64-07d2-4ee1-a627-8fbf6629b27d_200x200.jpg?v=1727934425,Good,$850,141660,,12.25 x 14.5 x 2.25,None,1995,US,GM,,12,,,Monogram Canvas,
2806d32d-5350-4fb8-9bfe-decccbfeb547,Unknown Brand,Navy Oblique Canvas Small Diorcamp Messenger,https://mygemma.com/cdn/shop/files/u141318-fv_200x200.jpg?v=1727934405,Excellent,"$2,300",141318,"3,800",9.25 x 5.75 x 3.0,Box;Dustbag;Gift Ribbon;Care Booklet;Authenticity Card;Retail Tag,2022,Italy,,,18,Navy,,Oblique Canvas,
962b6cf4-6306-49ff-b33d-f7516ce7516e,Chanel,Pink Quilted Caviar Small Deauville Bowling Bag,https://mygemma.com/cdn/shop/files/141136-fv_f5514507-db06-4d8a-9251-dc077cd56f88_200x200.jpg?v=1727934391,Good,"$2,650",141136,,10.75 x 7.0 x 4.25,Dustbag;Receipt;Authenticity Card,,Italy,Small,3.00,15,,,Caviar Leather,
f641c5d6-7bbf-4db6-a71a-31cd9c6ea17f,Chanel,Navy Quilted Denim Coco Cabas Tote,https://mygemma.com/cdn/shop/files/140985-fv_200x200.jpg?v=1727934374,Good,"$1,150",140985,,20.0 x 12.0 x 6.0,Dustbag,2008-2009,France,,12,,Navy,,Denim,
cb8f20cb-0677-4966-a265-11bd4d574044,Louis Vuitton,Bleu Nuage Epi Marelle,https://mygemma.com/cdn/shop/files/140908-fv_200x200.jpg?v=1727934354,Excellent,"$1,950",140908,"2,370",10.0 x 7.0 x 3.0,Additional Strap;Dustbag;Removable Straps,,France,,,7.00,Bleu Nuage,,Epi Leather,21.5
ece3f779-90bc-47cb-8b28-98f26227322a,Gucci,Blue Nylon Off The Grid Small Trolley,https://mygemma.com/cdn/shop/files/132977-fv_2f1e91e0-7096-481a-9506-9aa132bafcee_200x200.jpg?v=1727782387,Excellent,"$1,850",U132977,"2,680",14.6 x 21.3 x 9.7,None,,Italy,Small,,,,,,
cc088233-285b-47c5-9a75-f7c3c592d8f0,Chanel,Black Embossed Lambskin Coco Square Flap Bag,https://mygemma.com/cdn/shop/files/140942-fv_8ec35307-5b3f-437f-9725-d913064dee5e_200x200.jpg?v=1727934337,Excellent,"$3,100",140942,"3,600",6.5 x 6.0 x 1.75,,2019,Italy,,,19,,,Lambskin,
d11f2844-618c-49bb-87c1-b23fc0a109c9,Louis Vuitton,Monogram Reverse Canvas Camera Box NM,https://mygemma.com/cdn/shop/files/140894-fv_c53b4fa3-1c16-4dae-8d41-0742283dce4d_200x200.jpg?v=1727934317,Excellent,"$2,850",140894,"3,500",7.5 x 4.5 x 1.75,Additional Strap;Box;Dustbag;Gift Ribbon;Removable Straps,2021-2023,France,,2,10.5,,,Monogram Canvas,20
14b00c2c-b71f-42aa-9ec1-55c2073b4b7d,Louis Vuitton,Damier Ebene Canvas Neverfull MM,https://mygemma.com/cdn/shop/files/140893-fv_35c43fe5-df15-4838-842b-1836ad28515c_200x200.jpg?v=1727934298,Excellent,"$1,750",140893,"2,030",13.0 x 11.0 x 7.0,Dustbag;Pochette;Receipt,2017,France,MM,8,,,,Damier Ebene Canvas,
d1f08ca9-80ee-4e79-bc5e-11d02ccab512,Chanel,Black Perforated Calfskin Medium 50s Flap Bag,https://mygemma.com/cdn/shop/files/u140868-fv_6857282e-8a67-4143-8876-2ebde77435c9_200x200.webp?v=1727934281,Very Good,"$2,200",140868,,10.0 x 5.5 x 3.0,,2006-2008,France,,9,16,,,Aged Calfskin,
a1ddebd2-b93d-4544-b9f1-80322fca2ac4,Saint Laurent,Navy Raffia Calfskin Medium Panier Tote,https://mygemma.com/cdn/shop/files/140851-fv_200x200.jpg?v=1727934268,Very Good,"$1,150",140851,,8.0 x 13.0 x 8.0,Dustbag,2022,Madagascar,Medium,10,,Navy,,,
ebcbc1c3-6b36-40c9-80d3-6ac520c37f67,Chanel,Vintage Black Quilted Lambskin Full Flap Wallet On Chain,https://mygemma.com/cdn/shop/files/140850-fv_07b27676-4597-4806-9c5e-bf592c16ece2_200x200.jpg?v=1727943564,Very Good,"$3,100",140850,,7.5 x 4.5 x 1.5,Box;Dustbag;Authenticity Card,1997-1999,France,,,17.5,,,Lambskin,
509f9e36-1f22-4a9b-a077-ef51e74d8098,Louis Vuitton,Monogram Empreinte Sunrise Aquarelle Neverfull MM,https://mygemma.com/cdn/shop/files/141804-fv_200x200.jpg?v=1727905365,Very Good,"$2,450",141804,"3,100",12.2 x 11.0 x 6.5,Dustbag,,France,MM,8,,,,Monogram Empreinte,
70ce7e3f-df75-4f20-a382-aa5c626a6e48,Louis Vuitton,Monogram Canvas Galliera PM,https://mygemma.com/cdn/shop/files/141790-fv_a641520a-bac8-4d56-9ab5-df026987f6b8_200x200.jpg?v=1727934196,Good,"$1,050",141790,,15.0 x 11.5 x 4.5,None,2009,France,PM,,8.5,,,,
e12bfc7e-4dad-43b2-b882-b264605a3dab,Prada,White Saffiano Re-Edition 2005 Bag,https://mygemma.com/cdn/shop/files/141730-fv_200x200.jpg?v=1727905328,Very Good,"$2,200",141730,"2,600",9.0 x 6.8 x 2.5,Removable Straps,,Italy,,9.5,16-22,,,Saffiano,
b44136bf-dd7c-48a3-8eb8-fd890e68ea8a,Gucci,Beige Ebony GG Supreme Canvas 1955 Horsebit Shoulder Bag,https://mygemma.com/cdn/shop/files/141629-fv_a7f9bd93-6a4c-45a8-a391-421d82e10ccc_200x200.jpg?v=1727782366,Excellent,"$2,200",141629,"3,150",10.0 x 7.5 x 3.0,Dustbag,,Italy,,,18,,,,
dcd76c46-020d-4a50-bee1-de49d368db78,Louis Vuitton,Black Monogram Canvas Soufflot BB,https://mygemma.com/cdn/shop/files/141621-fv_62870cde-051c-45a5-a0e2-5d5f71043eec_200x200.jpg?v=1727934177,Excellent,"$1,950",141621,"2,560",11.5 x 7.6 x 4.8,Removable Straps,2021-2023,US,BB,3.5,21,,,,
18b4544f-c642-4005-9561-2ef98250280d,Louis Vuitton,Damier Azur Canvas Propriano,https://mygemma.com/cdn/shop/files/141618-fv_a7fec196-532a-49fe-8214-7d5522b5f5f7_200x200.jpg?v=1727934156,Very Good,"$1,750",141618,,11.25 x 11.0 x 6.0,Box;Dustbag;Tassels;Gift Ribbon,2021,France,,9,,,,,
72d3c0ce-044d-433b-bb95-71e22f216d49,Chanel,Beige Quilted Lambskin Round Tassel Chain Bag,https://mygemma.com/cdn/shop/files/141431-fv_9ae29b60-9283-47a6-8a33-05a2e9f78247_200x200.jpg?v=1727842847,Good,"$1,200",141431,,7.5 x 7.5 x 1.3,,1986-1988,Italy,,,15.5,,,Lambskin,
0d3e409e-e96e-44a6-a6f3-c10ebd8771b4,Chanel,24K Black Quilted Caviar Medium Classic Double Flap Bag,https://mygemma.com/cdn/shop/files/141417-fv_200x200.jpg?v=1727934139,Excellent,"$8,500",141417,"10,800",10.0 x 6.0 x 2.4,Box;Dustbag;Authenticity Card,2004-2005,France,,9,16,,,Caviar,
1ee5972e-970b-4807-b61a-558707747d62,Louis Vuitton,Black Monogram Canvas Neonoe MM,https://mygemma.com/cdn/shop/files/141362-fv_200x200.jpg?v=1727905255,Excellent,"$1,650",141362,"2,030",10.0 x 10.0 x 6.4,Box;Dustbag;Receipt;Removable Straps,2019,US,,,13,,,,
333d3a31-98d2-42ea-8a1a-7a406124e48b,Louis Vuitton,Reverse Monogram Canvas Onthego GM,https://mygemma.com/cdn/shop/files/141359-fv_895190d2-48c8-4df5-abc4-62bb24da1b30_200x200.jpg?v=1727797392,Very Good,"$1,800",141359,"3,250",16.0 x 12.5 x 6.5,,,France,GM,5,12,,,Monogram Canvas,
b2db68c4-b582-4223-9746-23c08af8f6f2,Louis Vuitton,Blue Taurillon Monogram S Lock Messenger,https://mygemma.com/cdn/shop/files/141037-fv_4d6adfee-41f2-43b0-910b-dc7ae7f800f9_200x200.jpg?v=1727934121,Excellent,"$2,500",141037,,9.5 x 7.0 x 3.5,Box;Dustbag;Receipt;Gift Ribbon;Removable Straps,2021-2023,France,,1.00,21,,,,
a4663d72-4d38-4a37-97ee-80e1cbe41c77,Louis Vuitton,Monogram Canvas Sac Chien 50 Pet Carrier,https://mygemma.com/cdn/shop/files/141580-fv_8759d771-8540-4f37-b6e3-15414a2f6af6_200x200.jpg?v=1727934100,Very Good,"$2,050",141580,,19.5 x 13.0 x 9.0,Dustbag;ID Tag;Lock,2021-2023,France,Medium,9.5,,,,,
cf3f150a-4d9a-479e-8a70-257b558148a7,Unknown Brand,Cognac Calfskin Arcadie Bag,https://mygemma.com/cdn/shop/files/140592-fv_fb06c3a5-ad1e-473b-899f-0b17df68c108_200x200.jpg?v=1727934081,Pristine,"$2,300",140592,"3,050",9.5 x 4.5 x 2.5,Dustbag;Care Booklet;Retail Tag,,Italy,,,25-34,,,,
cf4d990d-930f-4dae-8dc9-82ad395eaa39,Unknown Brand,Cognac Calfskin Arcadie Bag,https://mygemma.com/cdn/shop/files/140591-fv_e5878cc7-cd65-4885-b44d-fc8b0ca5d908_200x200.jpg?v=1727934063,Pristine,"$2,300",140591,"3,050",9.5 x 4.5 x 2.5,Dustbag;Care Booklet;Retail Tag,,Italy,,,25-34,,,Calfskin,
26973933-4212-4df9-b0b0-63c12c9484a3,Louis Vuitton,Coquelicot Monogram Canvas Locky BB,https://mygemma.com/cdn/shop/files/140487-fv_9a8b4167-9422-45f6-bc97-06580af03f54_200x200.jpg?v=1727934046,Excellent,"$1,350",140487,,8.0 x 6.5 x 3.0,Dustbag,2020,France,BB,3.5,20-24,LV Monogram,,,
c8e54995-1cee-4d20-a9d1-298eebbd544c,Gucci,Beige GG Supreme Dionysus Chain Wallet,https://mygemma.com/cdn/shop/files/140408-fv_200x200.jpg?v=1727934025,Excellent,"$1,200",140408,"1,650",8.0 x 5.0 x 1.5,,,Italy,Mini,,23.5,,,GG Supreme,
9a0f6a2a-4cc8-416b-81dd-f97e09be2b9f,Louis Vuitton,Monogram Canvas Pochette Metis,https://mygemma.com/cdn/shop/files/140398-fv_90aee001-7aed-4e05-9977-fcb4218997ed_200x200.jpg?v=1727905134,Very Good,"$2,000",140398,"2,570",9.7 x 7.0 x 1.5,Dustbag;Removable Straps,2021-023,US,,1,19,,,,
3da543bb-6aae-4ab9-8eeb-ea310d01a0c8,Saint Laurent,Black Corduroy Matelasse Chevron Medium College Bag,https://mygemma.com/cdn/shop/files/140391-fv_200x200.jpg?v=1727934006,Excellent,"$1,750",140391,,9.5 x 6.5 x 2.5,Dustbag,2022,Italy,Medium,2.5,22,,,Corduroy,
4f3cbd5e-123c-4ff4-9905-f4dea81dbe02,Chanel,Black Quilted Caviar Flap Phone Holder With Chain,https://mygemma.com/cdn/shop/files/140389-fv_200x200.jpg?v=1727933986,Very Good,"$3,600",140389,,7.0 x 4.3 x 1.5,Box;Dustbag;Gift Ribbon,2021-2023,Italy,,,22,,,Caviar,
5a4289c5-1bbf-463f-9f7b-e9087f57c382,Unknown Brand,Tulipano Technical Fabric FF Midi Chain Baguette Bag,https://mygemma.com/cdn/shop/files/140372-fv_b96549f8-6afc-4312-84f4-6248a39a4f9d_200x200.jpg?v=1727933962,Fair,"$1,200",140372,,8.5 x 5.0 x 2.0,Dustbag,,Italy,,,10,,,,20
8552683f-05d8-46ac-a0ab-90fe89af78de,Chanel,Burgundy Quilted Caviar Large City Shopping Tote,https://mygemma.com/cdn/shop/files/140369-fv_4b3c7f02-b4f7-421a-8122-db9f9b2e3dbb_200x200.jpg?v=1727933942,Very Good,"$2,300",140369,,13.0 x 10.0 x 5.5,None,2015-2016,Italy,Large,,11.5,,,,
3dc2bb97-a9bc-4fad-b4dd-7e3c6a2385a1,Louis Vuitton,Ecarlate Calfskin New Wave Chain Tote,https://mygemma.com/cdn/shop/files/140361-fv_200x200.jpg?v=1727933923,Good,"$1,350",140361,,12.5 x 9.0 x 5.5,Clochette;Dustbag,2018,France,,,10,,,,
9ab76172-7c26-45e9-96ca-320af971b3f8,Chanel,Pink Quilted Caviar Medallion Tote,https://mygemma.com/cdn/shop/files/140360-fv_9aa6b692-aea0-4f30-b20b-2916474cd73d_200x200.jpg?v=1727933907,Fair,"$2,000",140360,,11.5 x 9.0 x 6.0,None,2000-2002,Italy,,6,,,,Caviar,
99342451-2b68-4a52-9ff1-96dade26cec6,Louis Vuitton,Blue Denim Patches New Wave Chain MM,https://mygemma.com/cdn/shop/files/140357-fv_200x200.jpg?v=1727933890,Good,"$1,500",140357,,9.5 x 6.5 x 2.5,Dustbag,2018,Italy,MM,,20,,,Denim,
6237ea33-6032-4986-85e5-9dee9c95e9dc,Chanel,Pink Quilted Terry Cloth Coco Beach Flap Bag,https://mygemma.com/cdn/shop/files/140350-fv_200x200.jpg?v=1727933872,Good,"$1,700",140350,,10.0 x 6.0 x 2.5,Dustbag,2019,Italy,,,21,,,,
a76e3276-f789-46d8-b53d-3b115696d6ce,Louis Vuitton,Cherry Monogram Canvas Saint Placide,https://mygemma.com/cdn/shop/files/140347-fv_200x200.jpg?v=1727933856,Excellent,"$1,700",140347,,9.5 x 6.5 x 2.25,Dustbag;Care Booklet;Removable Straps,2018,Spain,,,20,,,,
bdccb028-c14f-4e53-9949-34947941932e,Chanel,Navy Quilted Sheepskin Large Vintage Mademoiselle Flap Bag,https://mygemma.com/cdn/shop/files/140328-fv_5a3ab9c1-04fa-4015-b4cd-9947644c77bd_200x200.jpg?v=1727933837,Very Good,"$3,100",140328,,11.2 x 7.0 x 3.2,Dustbag;Authenticity Card,,France,,13,23,,,,
f7fb8962-6679-4336-8614-5f365588bc7a,Gucci,Black Matelasse Calfskin Mini GG Marmont Flap Backpack,https://mygemma.com/cdn/shop/files/140326-fv_bddaaba3-2dfb-4ab0-9669-e93e5374cce6_200x200.jpg?v=1727933817,Excellent,"$1,200",140326,,7.6 x 7.5 x 4.5,Dustbag,,Italy,Mini,,15,,,Calfskin,
7d2f679c-81ea-4c8c-9f8f-5bb80480a35e,Louis Vuitton,Chocolate Monogram Mahina Muria,https://mygemma.com/cdn/shop/files/140324-fv_200x200.jpg?v=1727933803,Excellent,"$2,800",140324,"4,650",10.0 x 10.0 x 5.25,Dustbag,2022-2024,France,,4.5,34,,,,
ce42fd4f-1c7e-4af4-a881-d28fd594194f,Chanel,Black Quilted Lambskin Medium Classic Double Flap Bag,https://mygemma.com/cdn/shop/files/140321-fv_032cfc58-a2b1-4d34-8efb-b9bb61b72789_200x200.jpg?v=1727904925,Excellent,"$5,100",140321,,10.0 x 7.0 x 2.5,Dustbag,2003-2004,France,Medium,9,,,,Lambskin,
7536f934-4e9d-40a0-86e3-7a398a89bb3f,Chanel,Black Quilted Lambskin Mini Square Flap Bag,https://mygemma.com/cdn/shop/files/140195-fv_22b802cf-68c1-4e4a-95c0-866f379b7262_200x200.jpg?v=1727933784,Good,"$4,200",140195,"5,000",6.5 x 5.0 x 3.0,Box;Dustbag;Gift Ribbon;Care Booklet;Retail Tag,2023,Italy,Mini,,21,,,Lambskin,
d16bb03c-c079-4238-873d-0f419711313c,Louis Vuitton,Dune Monogram Canvas Side Trunk MM,https://mygemma.com/cdn/shop/files/139889-fv_200x200.jpg?v=1727933765,Very Good,"$3,800",139889,"4,050",9.1 x 6.0 x 3.0,Box;Dustbag,,France,,7,18-22,Dune,,,
2c53ba9c-953d-4d84-ad7f-759d40e793f7,Hermès,Blue Marine Rouge Sellier Blue Indigo Vache Hunter Toile Herbag 31 PHW,https://mygemma.com/cdn/shop/files/139885-fv_5db86002-8ce5-42f6-b667-4f7698d74ee2_200x200.jpg?v=1727933749,Pristine,"$3,400",139885,,12.0 x 10.0 x 4.5,Box;Clochette;Dustbag;Lock;Pochette;Care Booklet;Key,2022,France,31,2.7,18,,,,
0f1183c9-ea27-45d1-a382-ece47ef0d630,Saint Laurent,Nougat Beige Croc Embossed Suede Small Kate Chain Bag,https://mygemma.com/cdn/shop/files/139866-fv_200x200.jpg?v=1727933727,Pristine,"$1,900",139866,"2,400",7.8 x 5.5 x 2.0,Box;Dustbag;Care Booklet;Retail Tag;Cloth,2023,Italy,,,22,Nougat Beige,,Nubuck,
7ab8c058-5fcb-4d08-be22-a48f22d2b899,Chanel,Black Quilted Calfskin Large Serial Shopper Tote,https://mygemma.com/cdn/shop/files/139850-fv_8f1a6448-49ea-483c-a06c-451f97130ae6_200x200.jpg?v=1727933708,Very Good,"$3,400",139850,"4,900",13.0 x 9.5 x 5.5,Box;Dustbag;Authenticity Card;Retail Tag,2019,Italy,Large,4.5,12,,,,
